,web_url,snippet,lead_paragraph,abstract,headline,keywords,pub_date,document_type
10,https://www.nytimes.com/1855/02/20/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times.html,,,,"{'main': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Petitions in Favor of the Passenger Bill. FRENCH SPOLIATIONS. THE PRESIDENT'S VETO MESSAGE CONSIDERED The Collins Line--A Statement--The Pacific Railroad Bill, and its Prospects--Tariff Amendments to the General Appropriation Bill-Minister Dodge."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Petitions in Favor of the Passenger Bill. FRENCH SPOLIATIONS. THE PRESIDENT'S VETO MESSAGE CONSIDERED The Collins Line--A Statement--The Pacific Railroad Bill, and its Prospects--Tariff Amendments to the General Appropriation Bill-Minister Dodge."", 'name': None, 'seo': None, 'sub': None}",[],1855-02-20T05:00:00+0000,article
11,https://www.nytimes.com/1855/02/26/archives/from-washington-the-civil-and-diplomatic-appropriation-bill-and-the.html,,,"Contrary to the universal expectation last night, the House to-day concurred, by a large vote, in the amendment made to the Civil and Diplomatic Appropriation bill yesterday, embodying the Tariff Substitute bill of the Committee of Ways and Means, reducing the duties on imports 20 per cent. on each of the schedules of the Tariff of '46, putting the duty on -wool at 8 per cent. only, and mak-  ","{'main': 'FROM WASHINGTON.; The Civil and Diplomatic Appropriation Bill and the Tariff Amendments.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM WASHINGTON.; The Civil and Diplomatic Appropriation Bill and the Tariff Amendments.', 'name': None, 'seo': None, 'sub': None}",[],1855-02-26T05:00:00+0000,article
12,https://www.nytimes.com/1855/02/26/archives/congressionalthe-tariff.html,,,"In the Senate on Saturday, messages were received from the President transmitting a letter from the Minister of Peru respecting the Lobos Islands controversy; a communication from the Secretary of the Interior, recommending appropriations, and another from the Secretary of War, with a report in relation to the Survey of the Isthmus of Florida. The  ","{'main': 'Congressional-The Tariff', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Congressional-The Tariff', 'name': None, 'seo': None, 'sub': None}",[],1855-02-26T05:00:00+0000,article
13,https://www.nytimes.com/1855/02/26/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times.html,,,,"{'main': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Reforms in the Diplomatic and Consular System. PASSAGE OF THE TARIFF BILL IN THE HOUSE, The Tariff Amendment--Senatov Seward's Great Speech."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Reforms in the Diplomatic and Consular System. PASSAGE OF THE TARIFF BILL IN THE HOUSE, The Tariff Amendment--Senatov Seward's Great Speech."", 'name': None, 'seo': None, 'sub': None}",[],1855-02-26T05:00:00+0000,article
14,https://www.nytimes.com/1855/02/27/archives/from-washington-the-tariff-amendmentstheir-effectthe-mexican.html,,,"The excitement upon the Tariff question has been very great here during the last two days, and I perceive no abatement in the interest on that subject. Members of Congress from Pennsylvania and other States whose industrial interests are to be injuriously affected by the reduction of the Tariff, under the Letcher amendment to the General Appropriational bill, are earnest in their remonstrances and appeals. It is evident that there is to  ","{'main': 'FROM WASHIN!GTON.; The Tariff Amendments--Their Effect--The Mexican Government.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM WASHIN!GTON.; The Tariff Amendments--Their Effect--The Mexican Government.', 'name': None, 'seo': None, 'sub': None}",[],1855-02-27T05:00:00+0000,article
15,https://www.nytimes.com/1855/03/02/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times.html,,,"After the receipt of several communications from the heads of Departments, in pursuance of previous inquiries from the Senate, Mr. CASS moved to take up the resolutions appended to Mr. UNDERWOOD's report, from the Committee on Foreign Relations, made on the 17th ult. Objections being made, Mr. CAss asked for the Yeas and Nays. Yeas 26, Nays 8.  ","{'main': 'LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Passage of the Religious Freedom Resolutions. MODIFICATION OF THE TARIFF, IMPORTANT DEBATE. THE ARMY BILL IN THE HOUSE. TWO ADDITIONAL REGIMENTS. THIRTY-THIRD CONGRESS....Second Session. SENATE HOUSE OF REPRESENTATIVES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. Passage of the Religious Freedom Resolutions. MODIFICATION OF THE TARIFF, IMPORTANT DEBATE. THE ARMY BILL IN THE HOUSE. TWO ADDITIONAL REGIMENTS. THIRTY-THIRD CONGRESS....Second Session. SENATE HOUSE OF REPRESENTATIVES.', 'name': None, 'seo': None, 'sub': None}",[],1855-03-02T05:00:00+0000,article
16,https://www.nytimes.com/1855/03/03/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times.html,,,"An error occurred in printing the dispatch I sent you last night. I did not say ""that the President told GEORGE he would veto the Ocean Mail Steamer Appropriation bill."" I only asked if he had. It is rumored that L. P. WALDO, ex-Chancellor WALWORTH, and Judge SHARKEY, of Mississippi, have been agreed upon for Judges of the Court of Claims, and JEREMIAH CLEMENS for Solicitor.  ","{'main': 'LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. PASSAGE OF THE BOUNTY LANE BILL. Tariff Amendments to the Civil and Diplomatic Appropriation Bill Lost. ACUMENTATION OF THE ARMY. BOOKMAKING BY CONGRESS. Appointment of Judges--Rumors that the Collins Line Appropriation will be Vereed.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. NATIONAL AFFAIRS. PASSAGE OF THE BOUNTY LANE BILL. Tariff Amendments to the Civil and Diplomatic Appropriation Bill Lost. ACUMENTATION OF THE ARMY. BOOKMAKING BY CONGRESS. Appointment of Judges--Rumors that the Collins Line Appropriation will be Vereed.', 'name': None, 'seo': None, 'sub': None}",[],1855-03-03T05:00:00+0000,article
17,https://www.nytimes.com/1855/03/03/archives/the-new-way-of-tariff-revision.html,,,,"{'main': 'The New Way of Tariff Revision.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The New Way of Tariff Revision.', 'name': None, 'seo': None, 'sub': None}",[],1855-03-03T05:00:00+0000,article
18,https://www.nytimes.com/1855/10/05/archives/new-tariff-of-mexico.html,New tariff,,New tariff,"{'main': 'New Tariff of Mexico.', 'kicker': None, 'content_kicker': None, 'print_headline': 'New Tariff of Mexico.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Mexico', 'rank': 1, 'major': 'N'}]",1855-10-05T05:00:00+0000,article
19,https://www.nytimes.com/1855/12/24/archives/affairs-in-spain-the-madrid-press-and-the-empress-eugeniethe.html,,,,"{'main': 'AFFAIRS IN SPAIN.; The Madrid Press and the Empress Eugenie--The Zonaves--The Palace Ball--Politics and Princes--Don Henry Making a Noise--Progress of the Democrats--The Cortes and the Constitution--Discussions on the Tariff--Interesting to our Cotton Manufacturers--Free Trade in Tobacco and Salt--The Right of Suffrage in Spain--Wonderful Invention for Stopping Locomotives on Railroads, by means of Electricity.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'AFFAIRS IN SPAIN.; The Madrid Press and the Empress Eugenie--The Zonaves--The Palace Ball--Politics and Princes--Don Henry Making a Noise--Progress of the Democrats--The Cortes and the Constitution--Discussions on the Tariff--Interesting to our Cotton Manufacturers--Free Trade in Tobacco and Salt--The Right of Suffrage in Spain--Wonderful Invention for Stopping Locomotives on Railroads, by means of Electricity.', 'name': None, 'seo': None, 'sub': None}",[],1855-12-24T05:00:00+0000,article
20,https://www.nytimes.com/1856/12/26/archives/tariff-projects-before-congress.html,,,"On Tuesday last, Mr. LETCHER of Virginia presented to the House of Representatives a Minority Report of the Committee of Ways and Means, on the "" Revision and Reduction of the Tariff of Duties on Imports,""  ","{'main': 'Tariff Projects before Congress.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Tariff Projects before Congress.', 'name': None, 'seo': None, 'sub': None}",[],1856-12-26T05:00:00+0000,article
21,https://www.nytimes.com/1857/01/07/archives/latest-intelligence-the-debate-on-the-presidents-messagemr-davis.html,,,"HENRY WINTER DAVIS speech to-day was an eloquent vindication of the American Party, and from his stand-point an exceedingly fair and able review of the late contest. The responsibility for the sectional difficulties of the last three years he fastened upon the Democratic Party, for the repeal of the Missouri Compremise, although he condemned the Republican organization as sectional, while he admitted the magnitude of the provocation.  ","{'main': ""LATEST INTELLIGENCE; The Debate on the President's Message--Mr. Davis' Speech--The Tariff--Pacific Railroad--Mr. Harlan's Case. Magnetic Telegraph Co.'s Offices--4 Hanover.st., and 181 Broadway. Hence Printing Telegraph Office--No. 91 Wall street. By Telegraph to the New-York Daily Times. FROM WASHINGTON."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; The Debate on the President's Message--Mr. Davis' Speech--The Tariff--Pacific Railroad--Mr. Harlan's Case. Magnetic Telegraph Co.'s Offices--4 Hanover.st., and 181 Broadway. Hence Printing Telegraph Office--No. 91 Wall street. By Telegraph to the New-York Daily Times. FROM WASHINGTON."", 'name': None, 'seo': None, 'sub': None}",[],1857-01-07T05:00:00+0000,article
22,https://www.nytimes.com/1857/01/12/archives/the-tariff-projects-before-congress.html,,,"The subject of the tariff will probably be taken up for consideration in the Commission of the Whole of the state of the Union on Tuesday next. Among the several projects already approved are those of the majority of the Committee of Ways and Means, as represented by M. CAMPBELL'S report and bill, the minority project reported by Mr. LETOHER, the bill of fered by Mr. G. F. HOUSTON, and Mr. BOYOK'S bill.  ","{'main': 'The Tariff Projects Before Congress.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Tariff Projects Before Congress.', 'name': None, 'seo': None, 'sub': None}",[],1857-01-12T05:00:00+0000,article
23,https://www.nytimes.com/1857/01/16/archives/the-tariff-billpolitical-speeches.html,,,"The House went into Committee on the Tariff bill. Mr. KEITT said he was opposed to all free lists in measures of this kine. because they would render necessary, to the extend of the exemption, additional duties on articles which were taxed. Branching from this subject he alluded to the Slave Trade.  ","{'main': 'THE TARIFF BILL--POLITICAL SPEECHES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE TARIFF BILL--POLITICAL SPEECHES.', 'name': None, 'seo': None, 'sub': None}",[],1857-01-16T05:00:00+0000,article
24,https://www.nytimes.com/1857/01/28/archives/important-action-of-the-house-postoffice-committeenew-lines-of.html,,,"The House Committee on the Post-Office to day decided to report in favor of Dr. RAINEY'B line of steamers between New-York and the West Indies and Brazil, touching at Savannah, Georgia. Para is the terminus in Brazil. The steamers are to touch at St. Thomas, Barbadoes, and Demerara, and each way at Savannah for the receipt and delivery of mails, under a penalty of $2,000 for each trip.  ","{'main': 'Important Action of the House Post-Office Committee-New Lines of Steamers--The Atlantic Telegraph-Features of the New Tariff Bill, &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Important Action of the House Post-Office Committee-New Lines of Steamers--The Atlantic Telegraph-Features of the New Tariff Bill, &c.', 'name': None, 'seo': None, 'sub': None}",[],1857-01-28T05:00:00+0000,article
25,https://www.nytimes.com/1857/01/28/archives/latest-intelligence-by-telegraph-to-the-newyork-daily-times.html,,,"The Committee of Investigation have not yet recalled me. To-day they decline to furnish a copy of my complete examination, so necessary to my complete vindication from the cruel injustice of their partial report. This only postpones, however, my day of justification. S.  ","{'main': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. Magnetic Telegraph Co.'s Offices--4 Hanovered., and 181 Broadway. House Printing Telegraph Office--No. 21 Wall street. FROM WASHINGTON. Important Action of the House Post-Office Committee---New Lines of Ocean Steamers. New Tariff Bill Reported by the Committee of Ways and Means. MR. BUCHANAN IN WASHINGTON. Death of Hon. Preston S. Brooks, of South Carolina. The Committee of Investigation and Our Correspondent-The Witness Bill, &c. Special Dispatches to the New-York Daily Times. (FROM OUR REGULAR CORRESPONDENT.]"", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; By Telegraph to the New-York Daily Times. Magnetic Telegraph Co.'s Offices--4 Hanovered., and 181 Broadway. House Printing Telegraph Office--No. 21 Wall street. FROM WASHINGTON. Important Action of the House Post-Office Committee---New Lines of Ocean Steamers. New Tariff Bill Reported by the Committee of Ways and Means. MR. BUCHANAN IN WASHINGTON. Death of Hon. Preston S. Brooks, of South Carolina. The Committee of Investigation and Our Correspondent-The Witness Bill, &c. Special Dispatches to the New-York Daily Times. (FROM OUR REGULAR CORRESPONDENT.]"", 'name': None, 'seo': None, 'sub': None}",[],1857-01-28T05:00:00+0000,article
26,https://www.nytimes.com/1857/02/04/archives/a-new-tariff.html,,,"Are we ever to have a new Tariff? is a question which the people have been asking for a long time; and which is repeated with peculiar earnestness now, as the last session of the 34th Congress is drawing to a close.  ","{'main': 'A New Tariff.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'A New Tariff.', 'name': None, 'seo': None, 'sub': None}",[],1857-02-04T05:00:00+0000,article
27,https://www.nytimes.com/1857/02/04/archives/the-pending-tariff-bill.html,,,"The subjoined statement shows the reduction in the revenue upon imports, based upon the bill reported on the 27th ultimo by Mr. CAMPBELL, of Ohio. from the majority of the Committee of Ways and Means, entitled A bill reducing the duties on imports and for other purposes:"" Schedule A.--A general reduction from 100 to 50 per cent ................ $2,000,787 50  ","{'main': 'The Pending Tariff Bill.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Pending Tariff Bill.', 'name': None, 'seo': None, 'sub': None}",[],1857-02-04T05:00:00+0000,article
28,https://www.nytimes.com/1857/02/21/archives/latest-intelligence-cabinet-matters-private-bills-in-the-seatethe.html,,,"A very decided sentiment adverse to the course of the Committee of Investigation is becoming general. It is a striking fact that nowhere in their whole inquiry does there appear one question tending to elicit a favorable explanation. They seem to have been bent on accusing and condemning. Appointed to inquire, they have proceeded to try. their verdict is rendered, and they ask the House, as its only duty in the premises, to execute.  ","{'main': ""LATEST INTELLIGENCE.; CABINET MATTERS. Private Bills in the Se?ate--The Ocean Telegraph--The Dallas-Clarenden Treaty. FROM WASHINGTON. PASSAGE OF MR. CAMPBELR'S TARIFF BILL IN THE HOUSE. By Telegraph to the New-York Daily Times. Magnetic Telegraph C?? Officers--4 Hanover-st., and 181 Broadway. The Report of the Investigating Committee----Beeided Adverse Sentiment."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE.; CABINET MATTERS. Private Bills in the Se?ate--The Ocean Telegraph--The Dallas-Clarenden Treaty. FROM WASHINGTON. PASSAGE OF MR. CAMPBELR'S TARIFF BILL IN THE HOUSE. By Telegraph to the New-York Daily Times. Magnetic Telegraph C?? Officers--4 Hanover-st., and 181 Broadway. The Report of the Investigating Committee----Beeided Adverse Sentiment."", 'name': None, 'seo': None, 'sub': None}",[],1857-02-21T05:00:00+0000,article
29,https://www.nytimes.com/1857/02/26/archives/the-new-treaty-with-mexicothe-tariff-bill-in-the-senate-new.html,,,"The treaty with Mexico is quite a diplomatic triumph. It will be considered as the crowning honor of the present Administration. I now learn that in addition to Sonora, the treaty embraces a cession to the United States of the greater part, if not the w??ole of Lower California.  ","{'main': 'The New Treaty with Mexico-The Tariff Bill in the Senate - New Steamship Lines..', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The New Treaty with Mexico-The Tariff Bill in the Senate - New Steamship Lines..', 'name': None, 'seo': None, 'sub': None}",[],1857-02-26T05:00:00+0000,article
30,https://www.nytimes.com/1858/03/02/archives/the-harney-and-sumner-difficultythe-tariff-investigationexpected.html,,,"The charges preferred recently by Gen. HARNEY against Col. E. V. SUMNER, will probably be withdrawn. The sentiment among the army officers is quite unanimous against the General for having preferred them; the more so because it is not considered that his Brevet rank of General constitutes a sufficient reason for his refusal to meet Col. SUMNER in the field.  ","{'main': 'The Harney and Sumner Difficulty--The Tariff Investigation--Expected Trouble from the Keitt and Grow Affair--Lecompton Mexican Affairs, &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Harney and Sumner Difficulty--The Tariff Investigation--Expected Trouble from the Keitt and Grow Affair--Lecompton Mexican Affairs, &c.', 'name': None, 'seo': None, 'sub': None}",[],1858-03-02T05:00:00+0000,article
31,https://www.nytimes.com/1858/03/06/archives/how-tariffs-are-modified-in-congressinteresting-disclosures.html,,,"To the Editor of the New- York Times: We rend with much interest the proceedings before the Investigating Committee, who are "" in search of knowledge under difficulties,"" relative to the supposed briberies practiced by manufacturers on the easy virtues of members of Congress. That honor.  ","{'main': 'How Tariffs are Modified in Congress--Interesting Disclosures.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'How Tariffs are Modified in Congress--Interesting Disclosures.', 'name': None, 'seo': None, 'sub': None}",[],1858-03-06T05:00:00+0000,article
32,https://www.nytimes.com/1858/04/10/archives/latest-intelligence-by-telegraph-to-the-newyork-times-magnetic.html,,,"The passage of the Deficiency bill to-day was achieved by a liberal use of inducements as to the acceptance of new regiments. Kentucky gave several votes on this consideration, and Ohio two or three. I think the vote to-day nearly settles the proposition that the Ohio and Kentucky regiments will be accepted. The Administration feel greatly relieved and elated.  ","{'main': ""LATEST INTELLIGENCE; By Telegraph to the New-York Times. Magnetic Telegraph Co.'s Offices--No. 43 Wall-st., and 181 Broadway IMPORTANT FROM WASHINGTON. The Deficiency Bill Passed in the House. A National Printing Office--Developments before the Printing Investigating Committee-The Tariff Investigation--Premature Announcement of Colonel Benton's Death, &c."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""LATEST INTELLIGENCE; By Telegraph to the New-York Times. Magnetic Telegraph Co.'s Offices--No. 43 Wall-st., and 181 Broadway IMPORTANT FROM WASHINGTON. The Deficiency Bill Passed in the House. A National Printing Office--Developments before the Printing Investigating Committee-The Tariff Investigation--Premature Announcement of Colonel Benton's Death, &c."", 'name': None, 'seo': None, 'sub': None}",[],1858-04-10T05:00:00+0000,article
33,https://www.nytimes.com/1858/04/14/archives/the-newbedford-fort-schuyler-and-fort-sneiling-land-salesevidences.html,Statement of the Affair,,Statement of the Affair,"{'main': 'The New-Bedford, Fort Schuyler, and Fort Sneiling Land Sales--Evidences of a Grand Plunder Combination of New-York Politicians--The Tariff Committee--The Fight in the House, &c.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The New-Bedford, Fort Schuyler, and Fort Sneiling Land Sales--Evidences of a Grand Plunder Combination of New-York Politicians--The Tariff Committee--The Fight in the House, &c.', 'name': None, 'seo': None, 'sub': None}",[],1858-04-14T05:00:00+0000,article
